"Sp","Spaces","Uniclass2"
"Sp_65_90_32","Furnace Rooms","Sp_65_90"
"Sp_65_90_42","Incinerator Rooms","Sp_65_90"
"Sp_65_90_47","Light Wells","Sp_65_90"
"Sp_65_90_77","Server Rooms","Sp_65_90"
"Sp_65_90_78","Services Shafts","Sp_65_90"
"Sp_65_90_80","Solid Fuel Storerooms","Sp_65_90"
"Sp_65_90_85","Switch Rooms","Sp_65_90"
"Sp_65_90_90","Transformer Rooms","Sp_65_90"
"Sp_65_90_96","Wall Services Voids","Sp_65_90"
"Sp_70","Electrical Spaces","Sp"
"Sp_70_10","Electrical Power Generation Spaces","Sp_70"
"Sp_70_10_08","Boiler Rooms","Sp_70_10"
"Sp_70_10_15","Cooling Towers","Sp_70_10"
"Sp_70_10_27","Electricity Substation Spaces","Sp_70_10"
"Sp_70_10_72","Reactor Rooms","Sp_70_10"
"Sp_70_10_91","Turbine Rooms","Sp_70_10"
"Sp_70_40","Kinetic Power Generation Spaces","Sp_70"
"Sp_70_40_96","Water Mill Houses","Sp_70_40"
"Sp_70_40_97","Wind Mill Houses","Sp_70_40"
"Sp_70_70","Electrical Power Transmission And Distribution Spaces","Sp_70"
"Sp_70_70_80","Electricity Transmission Easements","Sp_70_70"
"Sp_75","Communications, Security, Safety And Protection Spaces","Sp"
"Sp_75_10","Broadcast Communications Spaces","Sp_75"
"Sp_75_10_70","Radio Broadcast Control Booths","Sp_75_10"
"Sp_75_10_72","Radio Broadcast Recording Studios","Sp_75_10"
"Sp_75_10_74","Radio Broadcast Studios","Sp_75_10"
"Sp_75_10_91","Television Broadcast Control Booths","Sp_75_10"
"Sp_75_10_92","Television Broadcast Recording Studios","Sp_75_10"
"Sp_75_10_93","Television Broadcast Studios","Sp_75_10"
"Sp_75_10_97","Web Server Rooms","Sp_75_10"
"Sp_75_30","Peer-To-Peer Communications Spaces","Sp_75"
"Sp_75_30_05","Automated Telephone Exchange Spaces","Sp_75_30"
"Sp_75_30_23","Digital Data Transmission Easements","Sp_75_30"
"Sp_75_30_52","Manual Telephone Exchange Spaces","Sp_75_30"
"Sp_75_30_88","Telecommunications Control Spaces","Sp_75_30"
"Sp_75_30_89","Telephone Booths","Sp_75_30"
"Sp_75_30_90","Telephone Boxes","Sp_75_30"
"Sp_75_70","Electronic Security Spaces","Sp_75"
"Sp_75_70_28","Electronic Security Control Rooms","Sp_75_70"
"Sp_75_80","Electronic Safety Spaces","Sp_75"
"Sp_75_80_27","Electronic Safety Control Rooms","Sp_75_80"
"Sp_75_90","Electronic Protection Spaces","Sp_75"
"Sp_75_90_26","Electronic Protection Control Rooms","Sp_75_90"
"Sp_80","Rail Spaces","Sp"
"Sp_80_10","Railways","Sp_80"
"Sp_80_10_50","Marshalling Yards","Sp_80_10"
"Sp_80_10_58","Overpasses","Sp_80_10"
"Sp_80_10_71","Railway Side Reservations","Sp_80_10"
"Sp_80_10_75","Railway Tracks","Sp_80_10"
"Sp_80_10_77","Signal Control Spaces","Sp_80_10"
"Sp_80_10_92","Underpasses","Sp_80_10"
"Sp_80_80","Rail Loading And Embarkation Spaces","Sp_80"
"Sp_80_80_08","Boarding Areas","Sp_80_80"
"Sp_80_80_20","Customs Control Areas","Sp_80_80"
"Sp_80_80_34","Goods Loading/ Unloading Areas","Sp_80_80"
"Sp_80_80_60","Passport Control Offices","Sp_80_80"
"Sp_80_80_64","Platforms","Sp_80_80"
"Sp_80_80_72","Railway Station Halls/ Concourses","Sp_80_80"
"Sp_80_80_82","Station Forecourts","Sp_80_80"
"Sp_80_80_88","Ticket Offices","Sp_80_80"
"Sp_80_80_90","Train Stops","Sp_80_80"
"Sp_80_80_94","Vehicle Loading/ Unloading Areas","Sp_80_80"
"Sp_80_90","Rail Storage And Repair Spaces","Sp_80"
"Sp_80_90_11","Carriage Cleaning Spaces","Sp_80_90"
"Sp_80_90_26","Engine Fuelling Areas","Sp_80_90"
"Sp_80_90_27","Engine Inspection Pits","Sp_80_90"
"Sp_80_90_28","Engine Servicing Areas","Sp_80_90"
"Sp_80_90_29","Engine Wash Areas","Sp_80_90"
"Sp_80_90_70","Rail Repair Spaces","Sp_80_90"
"Sp_81","Road Spaces","Sp"
"Sp_81_10","Roadways","Sp_81"
"Sp_81_10_08","Bus Manoeuvring Areas","Sp_81_10"
"Sp_81_10_11","Car Manoeuvring Areas – Indoor ","Sp_81_10"
"Sp_81_10_12","Car Manoeuvring Areas – Outdoor ","Sp_81_10"
"Sp_81_10_16","Central Reservations","Sp_81_10"
"Sp_81_10_20","Cycle Lanes","Sp_81_10"
"Sp_81_10_27","Emergency Lanes","Sp_81_10"
"Sp_81_10_36","Hard Shoulders","Sp_81_10"
"Sp_81_10_42","Intersections","Sp_81_10"
"Sp_81_10_46","Lay-Bys And Passing Places","Sp_81_10"
"Sp_81_10_61","Pathways","Sp_81_10"
"Sp_81_10_62","Pavements (roadside)","Sp_81_10"
"Sp_81_10_63","Pedestrian Crossings","Sp_81_10"
"Sp_81_10_64","Pedestrian Refuges And Islands","Sp_81_10"
"Sp_81_10_70","Railway Crossings","Sp_81_10"
"Sp_81_10_72","Road Lanes – Fast ","Sp_81_10"
"Sp_81_10_73","Road Lanes – Slow","Sp_81_10"
"Sp_81_10_77","Side Reservations","Sp_81_10"
"Sp_81_10_80","Soft Shoulders","Sp_81_10"
"Sp_81_10_90","Truck Manoeuvring Areas","Sp_81_10"
"Sp_81_80","Road Loading And Embarkation Spaces","Sp_81"
"Sp_81_80_05","Boarding Areas","Sp_81_80"
"Sp_81_80_06","Bus Station Halls/ Concourses","Sp_81_80"
"Sp_81_80_10","Bus Stops","Sp_81_80"
"Sp_81_80_19","Customs Control Areas","Sp_81_80"
"Sp_81_80_60","Passport Control Offices","Sp_81_80"
"Sp_81_90","Road Storage And Repair Spaces","Sp_81"
"Sp_81_90_09","Bus Standing Spaces","Sp_81_90"
"Sp_81_90_13","Car Parking Spaces – Indoor ","Sp_81_90"
"Sp_81_90_14","Car Parking Spaces – Outdoor ","Sp_81_90"
"Sp_81_90_15","Car Park Ramps","Sp_81_90"
"Sp_81_90_91","Truck Standing Spaces","Sp_81_90"
"Sp_81_90_94","Vehicle Fuelling Areas","Sp_81_90"
"Sp_81_90_95","Vehicle Inspection Pits","Sp_81_90"
"Sp_81_90_96","Vehicle Servicing Areas","Sp_81_90"
"Sp_81_90_97","Vehicle Wash Areas","Sp_81_90"
"Sp_82","Marine And Waterway Spaces","Sp"
"Sp_82_10","Marine And Waterways","Sp_82"
"Sp_82_10_11","Canal Locks","Sp_82_10"
"Sp_82_10_12","Canals","Sp_82_10"
"Sp_82_10_37","Harbour Locks","Sp_82_10"
"Sp_82_10_94","Viaducts","Sp_82_10"
"Sp_82_80","Marine And Waterway Loading And Embarkation Spaces","Sp_82"
"Sp_82_80_05","Baggage Handling Areas","Sp_82_80"
"Sp_82_80_09","Boarding Areas","Sp_82_80"
"Sp_82_80_14","Cargo Loading Areas","Sp_82_80"
"Sp_82_80_20","Customs Control Areas","Sp_82_80"
"Sp_82_80_33","Gangways","Sp_82_80"
"Sp_82_80_36","Harbour Control Spaces","Sp_82_80"
"Sp_82_80_44","Jetties","Sp_82_80"
"Sp_82_80_46","Landing Stages","Sp_82_80"
"Sp_82_80_61","Passport Control Offices","Sp_82_80"
"Sp_82_80_77","Shipping Halls/ Concourses","Sp_82_80"
"Sp_82_90","Marine And Waterway Storage And Repair Spaces","Sp_82"
"Sp_82_90_06","Baggage Storage Areas","Sp_82_90"
"Sp_82_90_08","Boat Repair Spaces","Sp_82_90"
"Sp_82_90_09","Boat Storage Spaces","Sp_82_90"
"Sp_82_90_10","Breakwaters","Sp_82_90"
"Sp_82_90_13","Cargo Handling Areas","Sp_82_90"
"Sp_82_90_15","Cargo Storage Areas","Sp_82_90"
"Sp_82_90_24","Dry Docks","Sp_82_90"
"Sp_82_90_30","Floating Docks","Sp_82_90"
"Sp_82_90_35","Groynes And Other Protective Works","Sp_82_90"
"Sp_82_90_47","Lifeboat Vessel Storage And Launch Spaces","Sp_82_90"
"Sp_82_90_63","Piers","Sp_82_90"
"Sp_82_90_69","Quays","Sp_82_90"
"Sp_82_90_79","Slipways","Sp_82_90"
"Sp_82_90_96","Warning Beacon Rooms","Sp_82_90"
"Sp_82_90_97","Wet Docks","Sp_82_90"
"Sp_82_90_98","Wharfs","Sp_82_90"
"Sp_83","Cable Transport Spaces","Sp"
"Sp_83_10","Cableways","Sp_83"
"Sp_83_10_13","Cableways","Sp_83_10"
"Sp_83_80","Cable Transport Loading And Embarkation Spaces","Sp_83"
"Sp_83_80_11","Cable Transport Embarkation Spaces","Sp_83_80"
"Sp_83_80_12","Cable Transport Loading Spaces","Sp_83_80"
"Sp_83_90","Cable Transport Storage And Repair Spaces","Sp_83"
"Sp_83_90_34","Gondola Repair And Cleaning Spaces","Sp_83_90"
"Sp_83_90_35","Gondola Storage Spaces","Sp_83_90"
"Sp_84","Aerospace Spaces","Sp"
"Sp_84_10","Aerospace Ground Spaces","Sp_84"
"Sp_84_10_02","Aeroplane Landing Strips","Sp_84_10"
"Sp_84_10_03","Aeroplane Runways","Sp_84_10"
"Sp_84_10_04","Aircraft Manoeuvring Areas (taxiways)","Sp_84_10"
"Sp_84_10_05","Aircraft Manoeuvring Buffer Areas","Sp_84_10"
"Sp_84_10_06","Aircraft Standing Areas","Sp_84_10"
"Sp_84_10_37","Helipads","Sp_84_10"
"Sp_84_80","Aerospace Loading And Embarkation Spaces","Sp_84"
"Sp_84_80_04","Aircraft Fuelling Spaces","Sp_84_80"
"Sp_84_80_05","Arrivals Gates","Sp_84_80"
"Sp_84_80_06","Baggage Claim Areas","Sp_84_80"
"Sp_84_80_07","Baggage Handling Areas","Sp_84_80"
"Sp_84_80_11","Boarding Areas","Sp_84_80"
"Sp_84_80_12","Cargo Handling Areas","Sp_84_80"
"Sp_84_80_13","Cargo Loading Areas","Sp_84_80"
"Sp_84_80_16","Concourses","Sp_84_80"
"Sp_84_80_20","Customs Control Areas","Sp_84_80"
"Sp_84_80_22","Departures Gates","Sp_84_80"
"Sp_84_80_60","Passport Control Offices","Sp_84_80"
"Sp_84_90","Aerospace Storage And Repair Spaces","Sp_84"
"Sp_84_90_01","Aircraft Cleaning Spaces","Sp_84_90"
"Sp_84_90_04","Aircraft Repair Spaces","Sp_84_90"
"Sp_84_90_06","Airport Control Spaces","Sp_84_90"
"Sp_84_90_10","Baggage Storage Areas","Sp_84_90"
"Sp_84_90_14","Cargo Storage Areas","Sp_84_90"
"Sp_84_90_36","Hanger Spaces","Sp_84_90"
"Sp_84_90_79","Spacecraft Cleaning Spaces","Sp_84_90"
"Sp_84_90_81","Spacecraft Preparation Spaces","Sp_84_90"
"Sp_84_90_82","Spacecraft Repair Spaces","Sp_84_90"
"Sp_84_90_83","Spacecraft Storage Spaces","Sp_84_90"
"Sp_85","Process Engineering Spaces","Sp"
"Sp_90","General Spaces","Sp"
"Sp_90_10","General Circulation Spaces","Sp_90"
"Sp_90_90","Unoccupied Voids","Sp_90"
"Sp_95","Temporary Spaces","Sp"
